sim_time,phone_lat,phone_lon,matched,edge_id,lane_index,lane_pos,is_internal_edge,raw_x,raw_y,matched_x,matched_y,matched_lat,matched_lon,match_error_m,unmatched_reason
1,-37.90918003,145.1322461,TRUE,28533357#1,0,17.13293702,FALSE,496.8533606,1249.256461,505.7220533,1249.02292,-37.90918373,145.1323469,8.871767101,
2,-37.90921215,145.1322668,TRUE,28533357#1,0,20.61033548,FALSE,498.744655,1245.72873,505.6311355,1245.54671,-37.90921503,145.1323451,6.888885533,
3,-37.90920806,145.1322796,TRUE,28533357#1,0,20.10487332,FALSE,499.8608997,1246.205123,505.644351,1246.051999,-37.90921048,145.1323453,5.78547801,
4,-37.90923605,145.1322633,TRUE,28533357#1,0,23.27455676,FALSE,498.4900818,1243.070502,505.5614785,1242.8834,-37.90923901,145.1323437,7.073871468,
5,-37.90921526,145.1322863,TRUE,28533357#1,0,20.87600207,FALSE,500.4659511,1245.417978,505.6241895,1245.281134,-37.90921742,145.1323449,5.160053293,
6,-37.90910912,145.1322292,TRUE,28533357#1,0,9.339109164,FALSE,495.2099072,1257.095216,505.9258257,1256.814083,-37.90911359,145.132351,10.71960559,
7,-37.90907129,145.1320545,TRUE,28533357#0,0,6.469078246,FALSE,479.7666678,1260.985267,481.101141,1271.692961,-37.90897507,145.1320721,10.79052946,
8,-37.90899823,145.131943,TRUE,1272942443#3,0,4.524648038,FALSE,469.801442,1268.895932,469.5766447,1278.351847,-37.90891301,145.1319426,9.458586134,
9,-37.90898791,145.1319768,TRUE,28533357#0,0,4.472095888,FALSE,472.7500981,1270.100638,479.1198841,1271.940485,-37.90897249,145.1320496,6.630174054,
10,-37.90899972,145.1319742,TRUE,28533357#0,0,4.472095888,FALSE,472.547774,1268.785562,479.1198841,1271.940485,-37.90897249,145.1320496,7.290141938,
11,-37.90901751,145.1319924,TRUE,28533357#0,0,4.472095888,FALSE,474.187426,1266.843559,479.1198841,1271.940485,-37.90897249,145.1320496,7.092798592,
12,-37.90901455,145.1319873,TRUE,28533357#0,0,4.472095888,FALSE,473.7324662,1267.163031,479.1198841,1271.940485,-37.90897249,145.1320496,7.20057911,
13,-37.90896941,145.1319804,TRUE,28533357#0,0,2.841325272,FALSE,473.0254637,1272.159832,478.7406855,1273.526556,-37.90895813,145.1320457,5.876367386,
14,-37.90894297,145.131967,TRUE,1272942443#3,0,2.391105242,FALSE,471.7885793,1275.070138,471.7095779,1278.402845,-37.90891293,145.1319669,3.333643373,
15,-37.90887888,145.1320367,TRUE,:3157090491_0,0,2.445612752,TRUE,477.7739115,1282.304674,478.3938633,1282.169472,-37.90888021,145.1320437,0.634523333,
16,-37.90882528,145.1320149,TRUE,-1272942443#2,0,3.259657422,FALSE,475.7381293,1288.21399,477.3116826,1288.027234,-37.90882725,145.1320327,1.584597006,
17,-37.9087694,145.1320422,TRUE,-1272942443#2,0,9.729558733,FALSE,478.0140261,1294.462805,478.0692619,1294.452629,-37.9087695,145.1320428,0.056165449,
18,-37.90869417,145.1320609,TRUE,-1272942443#2,0,18.22248726,FALSE,479.4908107,1302.843642,479.0637232,1302.887134,-37.9086937,145.1320561,0.429296257,
19,-37.90861074,145.1320784,TRUE,-1272942443#1,0,3.237478342,FALSE,480.8438652,1312.132276,480.183553,1312.213469,-37.90860989,145.1320709,0.665285231,
20,-37.90854269,145.1321023,TRUE,1272942443#1,0,90.93349392,FALSE,482.793794,1319.725543,483.1209983,1319.692546,-37.90854305,145.132106,0.328863872,
21,-37.90845546,145.1321226,TRUE,1272942443#1,0,81.09766397,FALSE,484.3845776,1329.440775,484.317419,1329.455339,-37.90845532,145.1321218,0.068719527,
22,-37.90837027,145.1321414,TRUE,1272942443#1,0,71.50461521,FALSE,485.8480244,1338.926996,485.484308,1338.977154,-37.90836975,145.1321373,0.367158493,
23,-37.90827799,145.1321739,TRUE,1272942443#1,0,60.96219231,FALSE,488.5001902,1349.224092,486.766678,1349.441293,-37.90827572,145.1321542,1.747066325,
24,-37.90820685,145.1322203,TRUE,1272942443#1,0,52.62754626,FALSE,492.4214271,1357.199872,487.780316,1357.714067,-37.90820138,145.1321676,4.669508424,
25,-37.90812188,145.1322627,TRUE,1272942443#1,0,44.7584614,FALSE,495.9602517,1366.70325,487.9899048,1365.546097,-37.90813087,145.1321718,8.053907968,
26,-37.90802888,145.1322659,TRUE,1272942443#1,0,31.73179784,FALSE,496.0348311,1377.028625,487.2796389,1378.428806,-37.90801469,145.1321667,8.86644781,
27,-37.90793382,145.1323353,TRUE,1272942443#1,0,20.26698125,FALSE,501.9250388,1387.699194,489.0870108,1389.750264,-37.90791303,145.1321898,13.00084042,
28,-37.90785963,145.1323222,TRUE,1272942443#1,0,12.36839833,FALSE,500.6083712,1395.908608,490.3321835,1397.550082,-37.90784299,145.1322057,10.40646299,
29,-37.90776958,145.1323631,TRUE,1001027006,0,31.28483035,FALSE,504.0040537,1405.97304,504.5013796,1410.50977,-37.9077288,145.1323698,4.563907299,
30,-37.90770684,145.1323637,TRUE,1001027006,0,32.13373295,FALSE,503.9173287,1412.936036,503.657584,1410.602747,-37.90772781,145.1323602,2.34770218,
31,-37.90766134,145.1322866,TRUE,996237862#1,0,1.096705175,FALSE,497.0376345,1417.849135,495.1986101,1418.317404,-37.90765679,145.1322658,1.897705687,
32,-37.90758683,145.1322677,TRUE,:cluster_11820724987_9239946034_9351956751_9351956760_16,0,4.760236028,TRUE,495.210318,1426.08384,495.425583,1426.170168,-37.90758609,145.1322702,0.231930013,
33,-37.90751479,145.1322035,TRUE,-45897403#0,0,94.91729901,FALSE,489.4057575,1433.964664,489.6317077,1435.629814,-37.90749983,145.1322064,1.680410066,
34,-37.90747513,145.1321124,TRUE,1209653412#1,0,2.646861005,FALSE,481.3081544,1438.205055,481.3828109,1438.92764,-37.90746863,145.1321134,0.726432101,
35,-37.90751566,145.1319456,TRUE,:cluster_579289_605155831_9106614572_9106614573_#2more_21,0,10.49101545,TRUE,466.7333725,1433.413797,466.7842462,1433.858265,-37.90751167,145.1319463,0.447370189,
36,-37.90749998,145.1318079,TRUE,-1209653410,0,82.58106447,FALSE,454.5920528,1434.911123,454.6326523,1435.25259,-37.90749691,145.1318084,0.343872462,
37,-37.90748381,145.1316704,TRUE,-1209653410,0,70.35765702,FALSE,442.4672218,1436.463156,442.5007804,1436.745699,-37.90748127,145.1316708,0.284528851,
38,-37.90748338,145.1315332,TRUE,1209653410,0,25.91350956,FALSE,430.4037678,1436.269112,430.3705908,1435.995749,-37.90748584,145.1315328,0.275368912,
39,-37.90744592,145.1313601,TRUE,-1209653410,0,42.75070144,FALSE,415.1016538,1440.120816,415.1005608,1440.117933,-37.90744595,145.1313601,0.003082788,
40,-37.90745068,145.1312384,TRUE,1209653410,0,52.08945607,FALSE,404.4124841,1439.378142,404.3907104,1439.19356,-37.90745234,145.1312381,0.185861585,
41,-37.9074244,145.1311432,TRUE,-1209653410,0,23.53166353,FALSE,395.984123,1442.126512,396.0254456,1442.465569,-37.90742135,145.1311437,0.341566097,
42,-37.90740935,145.1309105,TRUE,1209653410,0,81.28260642,FALSE,375.4918519,1443.38637,375.416226,1442.75997,-37.90741498,145.1309095,0.630949008,
43,-37.9073939,145.1307784,TRUE,:cluster_605155297_605155316_14,0,6.036834359,TRUE,363.843353,1444.867912,364.0200084,1445.143223,-37.90739145,145.1307805,0.327113183,
44,-37.90736923,145.1306523,TRUE,-1147258794#0,0,4.401696475,FALSE,352.7018489,1447.383112,352.7418749,1447.718491,-37.90736622,145.1306528,0.337758369,
45,-37.90735828,145.1305156,TRUE,:cluster_9106614563_9109971234_3,0,8.620402231,TRUE,340.6589237,1448.35717,340.6553834,1448.45529,-37.9073574,145.1305156,0.098183808,
46,-37.90735128,145.1303948,TRUE,-1147258794#2,0,18.8430039,FALSE,330.0227013,1448.920933,330.3996566,1447.115074,-37.90736762,145.1303987,1.844782697,
47,-37.90741397,145.1302402,TRUE,1147258794#2,0,15.73226399,FALSE,316.5699074,1441.691935,317.26005,1440.412441,-37.90742562,145.1302478,1.45375416,
48,-37.90748745,145.1301116,TRUE,:10132758421_4,0,0.995832665,TRUE,305.4270491,1433.311452,306.150081,1432.823403,-37.90749198,145.1301197,0.872334534,
49,-37.90760336,145.1300135,TRUE,:579292_0,0,7.393633792,TRUE,297.0601871,1420.276501,296.6456398,1421.468194,-37.90759255,145.1300091,1.261738027,
50,-37.90760546,145.1299096,TRUE,5094886#2,0,8.82249885,FALSE,287.930082,1419.860232,288.1111967,1418.600893,-37.90761684,145.1299114,1.272296156,
51,-37.90759599,145.129799,TRUE,-5094886#2,0,13.51414695,FALSE,278.185164,1420.716001,278.2622576,1421.03626,-37.90759312,145.1297999,0.329407733,
52,-37.90755593,145.1296946,TRUE,-5094886#2,0,3.371379678,FALSE,268.9172399,1424.977112,269.1401562,1425.329219,-37.9075528,145.1296972,0.416739177,
53,-37.90750191,145.1296156,TRUE,:9110403639_1,0,6.675083239,TRUE,261.8513702,1430.832088,261.4436867,1430.646849,-37.9075035,145.1296109,0.447793915,
54,-37.90758033,145.1294952,TRUE,:9110403636_0,0,1.280787875,TRUE,251.4405141,1421.917828,251.4360175,1421.92451,-37.90758027,145.1294952,0.008053894,
55,-37.90768034,145.1294965,TRUE,-10539447#1,0,7.091578507,FALSE,251.7774805,1410.822515,248.9716449,1411.219048,-37.90767626,145.1294647,2.83371685,
56,-37.90776837,145.1294595,TRUE,-10539447#0,0,3.393020185,FALSE,248.7204849,1400.988998,247.5247095,1401.161864,-37.9077666,145.1294459,1.208205866,
57,-37.90789086,145.1294592,TRUE,-10539447#0,0,16.8104227,FALSE,248.9668392,1387.39637,245.6056705,1387.882407,-37.90788587,145.1294211,3.3961283,
58,-37.90799381,145.1294357,TRUE,-10539447#0,0,28.42035604,FALSE,247.1299783,1375.931069,243.9451467,1376.391836,-37.90798908,145.1293996,3.21798981,
59,-37.90810486,145.1294051,TRUE,-10539447#0,0,41.01894387,FALSE,244.6869389,1363.554426,242.1432196,1363.922775,-37.90810108,145.1293763,2.570250841,
60,-37.90823558,145.129359,TRUE,-10539447#0,0,55.99343536,FALSE,240.9249746,1348.967755,240.0014762,1349.102238,-37.9082342,145.1293485,0.933238919,
61,-37.9083842,145.1293296,TRUE,-10539447#0,0,72.68889154,FALSE,238.6711154,1332.424272,237.6135899,1332.578429,-37.90838262,145.1293176,1.068702368,
62,-37.90847664,145.1293051,TRUE,-10539447#0,0,83.16226124,FALSE,236.7229655,1322.123445,236.1156244,1322.212737,-37.90847573,145.1292982,0.61386994,
63,-37.9085871,145.1292857,TRUE,:579297_3,0,4.049413702,TRUE,235.2633291,1309.832026,235.527291,1309.947082,-37.90858611,145.1292887,0.287947758,
64,-37.90873294,145.1292419,TRUE,-4577073#9,0,6.12407988,FALSE,231.7372935,1293.571615,232.1362033,1293.518899,-37.90873349,145.1292464,0.402377977,
65,-37.9088338,145.12924,TRUE,-4577073#9,0,17.21477991,FALSE,231.7948509,1282.376335,230.6805286,1282.524144,-37.90883227,145.1292274,1.124082678,
66,-37.90895314,145.1292165,TRUE,-4577073#9,0,30.61012724,FALSE,229.9945469,1269.092311,228.8317271,1269.257081,-37.90895145,145.1292033,1.174435758,
67,-37.90905509,145.1291848,TRUE,-4577073#9,0,42.22507301,FALSE,227.4346027,1257.723499,227.2069452,1257.75634,-37.90905475,145.1291822,0.230014137,
68,-37.9091699,145.1291913,TRUE,-4577073#9,0,54.71243793,FALSE,228.2617389,1244.995077,225.4601229,1245.391758,-37.90916582,145.1291595,2.829559657,
69,-37.90928442,145.1291629,TRUE,-4577073#9,0,67.65821119,FALSE,226.0199261,1232.237256,223.6491753,1232.573275,-37.90928096,145.129136,2.394445178,
70,-37.90939752,145.1291169,TRUE,-4577073#9,0,80.69560587,FALSE,222.2276231,1219.605951,221.825411,1219.664071,-37.90939692,145.1291123,0.406389694,
71,-37.90955596,145.1290896,TRUE,-4577073#9,0,98.43783295,FALSE,220.180351,1201.976486,219.3435009,1202.096295,-37.90955473,145.1290801,0.845382937,
72,-37.90967933,145.1290629,TRUE,:cluster_12176407960_33776478_412622428_9553656656_#1more_11,0,7.451077685,TRUE,218.1077354,1188.239621,217.3117704,1189.407362,-37.90966867,145.1290541,1.413215617,
73,-37.90979655,145.1290403,TRUE,:cluster_12176407960_33776478_412622428_9553656656_#1more_1,0,16.5110625,TRUE,216.3818884,1175.192425,215.7790909,1175.298909,-37.90979548,145.1290335,0.612130516,
74,-37.9099074,145.1290255,TRUE,-4577073#4,0,5.907969622,FALSE,215.3276079,1162.865838,213.91106,1163.052284,-37.90990546,145.1290094,1.428765154,
75,-37.91003158,145.1290213,TRUE,-1037064066#1,0,33.57179274,FALSE,215.2349307,1149.078792,217.1828548,1148.777345,-37.91003465,145.1290434,1.971111048,
76,-37.91015338,145.1289752,TRUE,-4577073#4,0,33.56092312,FALSE,211.4532774,1135.481906,210.3119351,1135.63455,-37.9101518,145.1289623,1.151504438,
77,-37.91026894,145.128938,TRUE,-4577073#4,0,46.73111883,FALSE,208.4401903,1122.593145,208.5977777,1122.576383,-37.91026912,145.1289398,0.15847627,
78,-37.91039106,145.1289546,TRUE,-4577073#3,0,4.668630023,FALSE,210.1715875,1109.07139,206.9072911,1109.489147,-37.91038671,145.1289176,3.290919584,
79,-37.91053341,145.1289348,TRUE,-4577073#3,0,20.55223776,FALSE,208.7479147,1093.240579,204.8907774,1093.734063,-37.91052827,145.1288911,3.888577311,
80,-37.91063685,145.1289033,TRUE,-4577073#3,0,32.31543874,FALSE,206.2089741,1081.70677,203.3978062,1082.06599,-37.91063311,145.1288714,2.834026039,
81,-37.91075722,145.128876,TRUE,-4577073#3,0,45.88276206,FALSE,204.0769956,1068.301734,201.676662,1068.608281,-37.91075402,145.1288488,2.419829032,
82,-37.910878,145.1288679,TRUE,-4577073#3,0,59.24735154,FALSE,203.6339082,1054.885084,199.9812365,1055.351668,-37.91087314,145.1288265,3.682351382,
83,-37.91100773,145.1288447,TRUE,10670084#4,0,48.20277568,FALSE,201.8832441,1040.448649,202.2357586,1042.40959,-37.91099013,145.1288492,1.99237493,
84,-37.91112483,145.1287933,TRUE,:664322664_0,0,1.888967842,TRUE,197.6252583,1027.363934,197.8457418,1026.858159,-37.91112943,145.1287957,0.551744476,
85,-37.91123208,145.1287699,TRUE,-4577073#1,0,8.886551362,FALSE,195.8069561,1015.421638,194.7512848,1015.567414,-37.91123058,145.1287579,1.065688738,
86,-37.91135689,145.1287768,TRUE,-4577073#1,0,22.47243581,FALSE,196.691586,1001.584269,192.8880959,1002.109896,-37.91135147,145.1287337,3.839638083,
87,-37.9114623,145.1287388,TRUE,-4577073#1,0,34.5626532,FALSE,193.585645,989.8203804,191.2688497,990.1286304,-37.9114591,145.1287125,2.337211702,
88,-37.91158343,145.1287127,TRUE,-4577073#1,0,48.19985432,FALSE,191.5609119,976.333122,189.4617644,976.6116893,-37.91158054,145.1286889,2.117550489,
89,-37.91169122,145.1286955,TRUE,-4577073#1,0,60.2544552,FALSE,190.2889056,964.3418439,187.8643918,964.6633922,-37.91168788,145.128668,2.445743366,
90,-37.91181275,145.1286731,TRUE,-4577073#1,0,73.88595617,FALSE,188.59036,950.8167279,186.0580618,951.152101,-37.91180927,145.1286444,2.554409743,
91,-37.911924,145.1286312,TRUE,-4577073#1,0,86.65107361,FALSE,185.1546011,938.3979153,184.3665376,938.4995531,-37.91192294,145.1286223,0.794590637,
92,-37.91203925,145.1286165,TRUE,-4577073#1,0,99.49050711,FALSE,184.1190174,925.5832481,182.6651657,925.7733445,-37.91203727,145.1286,1.466226938,
93,-37.91214641,145.1285956,TRUE,-4577073#1,0,111.5255773,FALSE,182.5203515,913.6553449,181.0703811,913.8444058,-37.91214444,145.1285792,1.462244287,
94,-37.9122441,145.1285727,TRUE,-4577073#1,0,122.6914395,FALSE,180.7247672,902.7747499,179.6485298,902.7730712,-37.91224392,145.1285605,1.076238647,
95,-37.91236015,145.1285732,TRUE,-1162333280#0,0,26.97556819,FALSE,181.0272635,889.8981376,181.7694869,889.8831178,-37.91236042,145.1285816,0.742375343,
96,-37.91250215,145.1285552,TRUE,491516483#0,0,10.86284512,FALSE,179.7611798,874.1093287,179.3045141,874.1351777,-37.91250183,145.12855,0.457396679,
97,-37.91257348,145.1285388,TRUE,491516483#0,0,18.86797732,FALSE,178.4783191,866.165244,178.8435761,866.143327,-37.91257374,145.1285429,0.365913933,
98,-37.91269753,145.1285401,TRUE,491516483#0,0,32.60935745,FALSE,178.8689753,852.4023226,178.3682632,852.4120934,-37.91269735,145.1285344,0.50080749,
99,-37.9128725,145.1286142,TRUE,:13485235051_2,0,7.565513132,TRUE,185.7731206,833.1175539,185.0739527,831.8303355,-37.91288397,145.128606,1.464843628,
100,-37.91289806,145.1287835,TRUE,:1087758749_0,0,9.32637262,TRUE,200.7136774,830.5800869,200.9910329,829.2007165,-37.91291054,145.1287863,1.406978571,
101,-37.91291382,145.1289299,TRUE,1470433046#0,0,1.783952156,FALSE,213.6191955,829.0896393,213.8565926,826.5018763,-37.91293717,145.128932,2.598629332,
102,-37.91293557,145.1290743,TRUE,:cluster_6014422831_6077854007_9139166580_13,0,5.415025576,TRUE,226.3622238,826.9309616,226.0808795,826.9824013,-37.91293506,145.1290711,0.286008141,
103,-37.91295639,145.1292208,TRUE,:cluster_6014422831_6077854007_9139166580_12,0,14.37912048,TRUE,239.2877898,824.8791672,239.1335677,824.6630931,-37.91295831,145.129219,0.265466479,
104,-37.91297925,145.1293471,TRUE,1470433046#2,0,1.236287126,FALSE,250.4420574,822.5653451,250.3166708,821.5661017,-37.91298823,145.1293454,1.007079527,
105,-37.91300791,145.1294705,TRUE,1470433046#2,0,12.4322355,FALSE,261.354287,819.6027946,261.4255324,820.1723826,-37.91300279,145.1294714,0.574026431,
106,-37.91300718,145.1295953,TRUE,1470433046#2,0,23.27908785,FALSE,272.3241444,819.9039625,272.1880134,818.8221204,-37.9130169,145.1295935,1.090373267,
107,-37.91303392,145.1297197,TRUE,1470433046#2,0,34.53127174,FALSE,283.3199987,817.1562,283.3526732,817.4214008,-37.91303154,145.1297201,0.267206052,
108,-37.91304893,145.1298473,TRUE,1470433046#2,0,45.87393376,FALSE,294.5710497,815.7156874,294.6071073,816.0094181,-37.91304629,145.1298478,0.295935612,
109,-37.91305247,145.129969,TRUE,1470433046#2,0,56.51947574,FALSE,305.277878,815.5375226,305.1698438,814.6842159,-37.91306014,145.1299676,0.860118445,
110,-37.91306317,145.1300962,TRUE,:cluster_5408819666_9141044968_2,0,2.035429794,TRUE,316.4841621,814.574534,316.3077467,813.2722822,-37.91307487,145.1300939,1.314146879,
111,-37.91307972,145.1302152,TRUE,1470433046#3,0,5.42739062,FALSE,326.9825824,812.947924,326.8205429,811.8065223,-37.91308997,145.1302131,1.152846355,
112,-37.91309271,145.1303441,TRUE,:cluster_4836113289_9141044969_2,0,4.442995839,TRUE,338.3434069,811.7337936,338.1185285,810.1729757,-37.91310673,145.1303412,1.576934641,
113,-37.91310397,145.130483,TRUE,1360476884,0,7.20731366,FALSE,350.5795009,810.7292495,350.2565296,808.4523714,-37.91312442,145.1304788,2.299670538,
114,-37.91312704,145.1306114,TRUE,1360476884,0,18.75912201,FALSE,361.9187935,808.3956775,361.694886,806.8373546,-37.91314104,145.1306085,1.574326817,
115,-37.91314357,145.1307338,TRUE,1360476884,0,29.61648221,FALSE,372.7160513,806.7772234,372.439455,805.2811481,-37.913157,145.1307303,1.521429257,
116,-37.91316727,145.1308766,TRUE,1470433048,0,10.05132864,FALSE,385.3226697,804.3990985,385.1182084,803.2771963,-37.91317734,145.130874,1.14038112,
117,-37.91318082,145.1310049,TRUE,1470433048,0,21.4060837,FALSE,396.6319682,803.1216899,396.2902012,801.2481473,-37.91319764,145.1310006,1.904459698,
118,-37.91320676,145.1311106,TRUE,1470433048,0,30.68312739,FALSE,405.9820107,800.4295736,405.4179247,799.5903769,-37.91321422,145.131104,1.01115973,
119,-37.91325256,145.1311439,TRUE,:12594284551_0,0,1.339905516,TRUE,409.0113856,795.4060706,409.6769067,794.5019312,-37.91326082,145.1311513,1.122669301,
120,-37.91324302,145.1310916,TRUE,:12594284551_3,0,1.23447004,TRUE,404.3923516,796.3724911,406.5872623,798.3537285,-37.91322557,145.131117,2.956845372,
121,-37.91322997,145.1309621,TRUE,711979119,0,21.34047385,FALSE,392.9786819,797.5923122,391.9550266,795.8186688,-37.91324576,145.1309501,2.047847966,
122,-37.91319206,145.1308465,TRUE,1470433048,0,8.00321749,FALSE,382.7316708,801.5952127,383.103063,803.6431855,-37.91317368,145.1308512,2.081375681,
123,-37.91318161,145.1307152,TRUE,-1360476884,0,3.242240214,FALSE,371.1655328,802.5233215,371.1199056,802.269154,-37.91318389,145.1307146,0.258230393,
124,-37.91315233,145.1305724,TRUE,-1360476884,0,16.14419684,FALSE,358.5464938,805.5206096,358.345561,804.0783491,-37.91316529,145.1305698,1.456190014,
125,-37.91313369,145.1304368,TRUE,-1360476884,0,28.24294921,FALSE,346.5840945,807.3499061,346.3654598,805.7686109,-37.9131479,145.130434,1.596338246,
126,-37.91312854,145.1303196,TRUE,:cluster_4836113289_9141044969_1,0,6.541161008,TRUE,336.2693028,807.7147134,336.194858,807.2169968,-37.91313301,145.1303186,0.503253281,
127,-37.91312149,145.1301931,TRUE,-1470433046#3,0,8.17753274,FALSE,325.1326952,808.2739408,325.2182375,808.8112792,-37.91311666,145.1301942,0.544104788,
128,-37.9131064,145.1300826,TRUE,:cluster_5408819666_9141044968_1,0,5.595282879,TRUE,315.3847858,809.75353,315.4333898,810.1664143,-37.91310269,145.1300832,0.41573529,
129,-37.91307936,145.1298895,TRUE,-1470433046#2,0,15.68235485,FALSE,298.3487022,812.4134539,298.3392975,812.319562,-37.9130802,145.1298894,0.094361711,
130,-37.91307499,145.1297505,TRUE,-1470433046#2,0,27.84503308,FALSE,286.1191443,812.6531947,286.2709686,813.8315732,-37.9130644,145.1297525,1.188118847,
131,-37.91304516,145.1295827,TRUE,-1470433046#2,0,42.92066207,FALSE,271.3010153,815.6672824,271.3122854,815.7057097,-37.91304482,145.1295828,0.040045889,
132,-37.91302467,145.1294467,TRUE,-1470433046#2,0,55.08029829,FALSE,259.2992905,817.7010324,259.2469749,817.2173427,-37.91302902,145.129446,0.4865107,
133,-37.91296837,145.1293019,TRUE,:9141044978_w0,0,1.047731494,TRUE,246.44418,823.6928974,246.9733288,825.0918357,-37.91295586,145.1293082,1.495669307,
134,-37.91296593,145.129152,TRUE,:cluster_6014422831_6077854007_9139166580_18,0,7.646497975,TRUE,233.2606509,823.699166,233.2938084,823.9485128,-37.91296369,145.1291524,0.251541692,
135,-37.91294954,145.1290174,TRUE,1470433046#0,0,9.518783339,FALSE,221.3911119,825.2803747,221.4994618,825.8329588,-37.91294458,145.1290188,0.56310651,
136,-37.91293728,145.1288891,TRUE,:13485235054_1,0,7.773935784,TRUE,210.0846164,826.4143985,210.0816695,826.396892,-37.91293744,145.1288891,0.017752805,
137,-37.91296613,145.1288052,TRUE,:13485235056_1,0,0.770957092,TRUE,202.7730139,823.0649917,204.5740187,818.554088,-37.91300709,145.1288246,4.857146364,
138,-37.91310405,145.1287675,TRUE,-93686025#2,0,5.210933752,FALSE,199.7659449,807.6941556,200.3530375,807.5732849,-37.91310525,145.1287741,0.599405861,
139,-37.91321382,145.128742,TRUE,-93686025#2,0,17.57549057,FALSE,197.7687098,795.468516,198.2264058,795.3987418,-37.91321453,145.1287472,0.462983898,
140,-37.9133316,145.1287333,TRUE,:cluster_1087758731_9139166577_9141044959_0,0,7.015288555,TRUE,197.2662499,782.3836956,196.5297109,782.4776602,-37.91333062,145.1287249,0.742508631,
141,-37.91343646,145.1287177,TRUE,-93686025#0,0,4.717989023,FALSE,196.1284183,770.7203657,195.1381259,770.8320868,-37.91343527,145.1287065,0.996574367,
142,-37.91352989,145.1287427,TRUE,-93686025#0,0,14.66984375,FALSE,198.5343516,760.3970212,193.9615694,760.9500892,-37.91352408,145.1286908,4.606106892,
143,-37.91359061,145.1288317,TRUE,-93686025#0,0,35.47424567,FALSE,206.4937705,753.8162928,206.138765,751.4499151,-37.91361186,145.1288271,2.392858685,
144,-37.91361273,145.1290202,TRUE,-93686025#0,0,52.22724383,FALSE,223.1144208,751.6943936,222.7014114,748.9316429,-37.91363754,145.1290149,2.793450927,
145,-37.91361481,145.1290872,TRUE,-93686025#0,0,58.07269358,FALSE,229.0091447,751.5818138,228.4804436,748.0529683,-37.9136465,145.1290804,3.568231407,
146,-37.9136558,145.1291487,TRUE,:7572448743_1,0,2.614361783,TRUE,234.507014,747.1418742,234.5075793,747.1567429,-37.91365567,145.1291487,0.014879467,
147,-37.9136754,145.1293167,TRUE,-93686034#0,0,12.36465246,FALSE,249.3198382,745.2633819,249.2997344,745.1081446,-37.91367679,145.1293164,0.156533684,
148,-37.91367946,145.1294161,TRUE,-93686034#0,0,21.07052829,FALSE,258.0673053,744.9882349,257.9251325,743.9271471,-37.91368899,145.1294142,1.070570118,
149,-37.91370622,145.129505,TRUE,-93686034#0,0,29.25333501,FALSE,265.9422463,742.1756478,266.0333736,742.8249898,-37.91370039,145.1295062,0.655705184,
150,-37.91372128,145.1296874,TRUE,-93686034#0,0,45.35884446,FALSE,282.0108707,740.8262822,281.9921222,740.6557093,-37.91372281,145.1296871,0.171600205,
151,-37.9137451,145.1297417,TRUE,46129059#5,0,3.193144374,FALSE,286.8375099,738.2788779,286.6363161,736.7941254,-37.91375844,145.1297391,1.49832208,
152,-37.91383844,145.129776,TRUE,:588089675_1,0,9.000904974,TRUE,290.060698,727.9819017,288.9672013,728.0194766,-37.9138379,145.1297636,1.094142033,
153,-37.91392953,145.1297406,TRUE,46129059#3,0,27.81001348,FALSE,287.1514433,717.8116508,287.3737998,717.7854578,-37.91392981,145.1297431,0.223893933,
154,-37.91401858,145.12975,TRUE,-46129059#3,0,11.84189898,FALSE,288.1760815,707.9467928,289.4017114,707.8009456,-37.91402012,145.1297639,1.234277105,
155,-37.91415248,145.1297437,TRUE,-46129059#3,0,26.63753527,FALSE,287.9203718,693.0774573,287.6546461,693.1088179,-37.91415215,145.1297407,0.267569854,
156,-37.91427623,145.1297199,TRUE,-46129059#2,0,1.180481178,FALSE,286.103623,679.3035476,285.9115118,679.3302063,-37.91427596,145.1297177,0.193952029,
157,-37.91438343,145.1296987,TRUE,:cluster_1087758767_13253252981_5408819640_19,0,8.531534532,TRUE,284.4786001,667.3706953,284.3035082,667.3945007,-37.91438318,145.1296967,0.176702786,
158,-37.91448336,145.1297011,TRUE,-46129059#1,0,8.203296845,FALSE,284.9120896,656.286189,282.8658737,656.5573294,-37.91448055,145.1296779,2.064101882,
159,-37.91454851,145.1296885,TRUE,-46129059#1,0,15.51772548,FALSE,283.9494777,649.0345879,281.9081343,649.3058742,-37.9145457,145.1296654,2.05929093,
160,-37.91462139,145.1296804,TRUE,-46129059#1,0,23.62052255,FALSE,283.3996776,640.9331645,280.8471673,641.2728381,-37.91461787,145.1296515,2.575012035,
161,-37.91466784,145.1296436,TRUE,-46129059#1,0,29.20429155,FALSE,280.2679965,635.7139202,280.1160377,635.7371425,-37.9146676,145.1296419,0.153722962,
162,-37.91469309,145.1296639,TRUE,:563619361_15,0,5.7295801,TRUE,282.1088034,632.947862,282.0961917,632.6639285,-37.91469565,145.1296637,0.28421339,
163,-37.91480747,145.1297827,TRUE,44348023#1,0,9.013184046,FALSE,292.8072406,620.4652366,292.8270492,620.893728,-37.91480361,145.129783,0.428949029,
164,-37.91481227,145.1298492,TRUE,44348023#1,0,14.87628819,FALSE,298.6639674,620.0499029,298.6599691,620.3013408,-37.91481,145.1298492,0.251469743,
