gps_x,gps_y,gt_x,gt_y,lon,lat
882.0412909,1087.735292,882.0320761,1087.736617,145.13658890423963,-37.91070449552311
884.2992268,1099.614785,883.7508936,1099.693608,145.13661727712514,-37.91059788857222
887.112898,1112.484404,885.6357201,1112.699935,145.13665219368102,-37.91048246236958
886.5541439,1125.619056,887.4956957,1125.482232,145.13664882586465,-37.91036404140346
889.6955381,1138.410757,889.1246755,1138.479482,145.13668745074332,-37.91024937609986
890.010864,1151.335179,890.7432041,1151.239905,145.13669397334854,-37.91013300632584
891.8387706,1163.221826,892.2942979,1163.162564,145.13671745804234,-37.91002625745365
895.7977194,1178.422826,894.3048679,1178.61704,145.13676592569783,-37.90989003572587
896.984067,1190.925514,895.9240949,1191.063413,145.1367822557242,-37.909777621857536
897.2836667,1201.277417,897.2570679,1201.280887,145.1367880146827,-37.90968442315602
898.7930569,1205.550843,896.8581486,1203.102592,145.1368061474505,-37.90964619878614
885.7958086,1208.22582,885.904876,1206.000162,145.13665897805657,-37.909619761640556
879.229121,1205.123524,879.3952242,1204.86104,145.13658361045307,-37.909646525477626
874.592923,1203.096833,875.319585,1202.110929,145.1365304367361,-37.90966394757507
870.1261329,1201.943404,871.9540451,1199.367709,145.1364793876321,-37.90967353358433
864.2337142,1199.465221,864.2466492,1196.998342,145.13641182814504,-37.909694796559876
856.0975097,1200.295892,856.1150238,1196.955704,145.13631950914032,-37.909685848383866
852.7936667,1199.902876,853.12,1196.94,145.13628185544394,-37.90968879375274
849.6290163,1198.990335,851.1345276,1196.394626,145.13624566625128,-37.90969644419423
849.2285998,1187.74114,849.8203458,1187.732482,145.13623855635373,-37.909797707731386
849.5777129,1184.682391,849.7756763,1184.679494,145.13624183041466,-37.909825324609514
849.6205898,1182.268737,849.7403779,1182.266985,145.13624176924102,-37.90984707515027
849.4400157,1179.803328,849.7042746,1179.799462,145.13623915568067,-37.90986925166844
848.2961606,1176.670533,849.6582024,1176.650604,145.1362254379677,-37.909897266677895
849.0235496,1171.127123,849.5772676,1171.119021,145.1362324481717,-37.909947334153465
849.9416077,1163.76567,849.4697788,1163.772574,145.1362412129943,-37.910013813369474
847.8332104,1156.616768,849.0717248,1156.410349,145.13621561547845,-37.910077832782235
842.4430905,1155.626758,842.1014957,1153.129657,145.13615410498033,-37.910085780219795
837.5843969,1155.212322,837.387706,1153.774487,145.13609876761848,-37.91008863842736
832.7815976,1154.968875,832.7058229,1154.414952,145.1360441046436,-37.91008996636399
830.3571006,1155.828107,829.9562282,1155.777203,145.13601673356322,-37.91008178946336
829.3268714,1167.364716,830.0071426,1167.358172,145.13600764279505,-37.90997767915402
829.2738282,1174.819517,830.0788418,1174.811774,145.13600873456866,-37.90991051483753
829.1520637,1185.60326,830.1825542,1185.593348,145.13600980182332,-37.909813350176535
831.6995503,1197.209406,830.2944238,1197.222923,145.13604140516068,-37.90970925789834
831.2091802,1208.774557,830.405618,1208.782287,145.13603845900568,-37.90960498771334
828.5238291,1220.12277,830.5145225,1220.103621,145.13601050688916,-37.90950227638759
828.4349328,1230.303409,830.6124369,1230.282463,145.1360118107052,-37.909410550556615
828.3468629,1240.389507,830.7094421,1240.36678,145.1360131024156,-37.90931967652275
829.9217173,1245.618166,830.7598797,1245.610103,145.13603219696628,-37.90927285908465
829.4256701,1252.476518,830.7291223,1252.630296,145.13602811620427,-37.90921098793038
826.9442524,1259.554966,826.1693555,1257.554781,145.1360015121933,-37.90914677647853
818.9946828,1260.161677,819.0113796,1260.0986,145.1359112650186,-37.90913987910779
812.0925553,1252.307614,817.9651341,1252.36123,145.13583100337016,-37.90920938718518
811.7846158,1241.152758,818.0669441,1241.210116,145.13582496587802,-37.909309817520786
812.0069873,1230.741789,818.1620071,1230.797984,145.13582512705975,-37.90940364226173
812.4125671,1220.175358,818.2585046,1220.228731,145.13582733594305,-37.909498900446856
812.8273218,1210.233641,818.3492997,1210.284057,145.13582979118686,-37.909588532699516
813.2983138,1199.478144,818.4475287,1199.525156,145.13583270081324,-37.90968550582066
813.7009164,1188.132659,818.5511382,1188.176941,145.13583469871335,-37.90978778138347
813.8710182,1177.788976,818.6455826,1177.832567,145.13583428087966,-37.909880990571864
813.9949188,1170.254743,818.7143749,1170.297832,145.13583397653224,-37.909948883191355
813.2260583,1162.228629,812.5449217,1157.05785,145.13582340969447,-37.91002104597208
812.7144719,1153.629472,813.0609996,1156.990036,145.1358156377315,-37.910098417215785
814.4679131,1141.492714,813.9155436,1157.020434,145.13583281467805,-37.91020806411145
814.5028272,1139.369672,799.7982714,1143.023531,145.13583272892043,-37.91022719530587
814.4671013,1141.542095,813.9164872,1157.020468,145.135832816676,-37.91020761912855
798.7481492,1158.568039,801.5010893,1156.77121,145.13565796425183,-37.91005141323176
788.8824222,1160.392223,800.58,1155.36,145.13554620627346,-37.910033203024234
778.2961923,1161.708944,776.0260217,1143.923575,145.13542614086816,-37.91001943424352
768.5836525,1162.916983,766.3174625,1145.162801,145.13531598459878,-37.91000680181228
756.2481108,1152.533583,755.9,1146.45,145.1351733684663,-37.91009811520066
744.8305426,1149.213335,744.8861091,1146.286286,145.1350427959852,-37.91012596719644
736.3175453,1147.910883,736.3514621,1146.124266,145.13494570728568,-37.91013616573417
732.6217412,1147.331709,732.7977029,1146.018764,145.13490355439205,-37.91014071696799
726.0313468,1168.968573,725.3958995,1168.967131,145.1348335442107,-37.909944618821534
725.5347475,1176.791918,725.3781456,1176.791562,145.13482967769613,-37.90987405465921
